from,to,weight,edge_type,title,bridge_route
Chapter 4::trust_credibility,Chapter 5::collective_accountability,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Group</p><p><b>From code:</b> trust credibility<br><b>To code:</b> collective accountability</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Group
Chapter 4::trust_credibility,Chapter 5::group_standard_imposition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Group</p><p><b>From code:</b> trust credibility<br><b>To code:</b> group standard imposition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Group
Chapter 4::hierarchy_authority,Chapter 5::durability_testing,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> hierarchy authority<br><b>To code:</b> durability testing</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::hierarchy_authority,Chapter 5::bodily_sign_reading,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> hierarchy authority<br><b>To code:</b> bodily sign reading</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::hierarchy_authority,Chapter 5::coercive_correction,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> hierarchy authority<br><b>To code:</b> coercive correction</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::authority_maintenance,Chapter 5::durability_testing,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> authority maintenance<br><b>To code:</b> durability testing</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::authority_maintenance,Chapter 5::bodily_sign_reading,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> authority maintenance<br><b>To code:</b> bodily sign reading</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::authority_maintenance,Chapter 5::coercive_correction,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> authority maintenance<br><b>To code:</b> coercive correction</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::trust_credibility,Chapter 5::durability_testing,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> trust credibility<br><b>To code:</b> durability testing</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::trust_credibility,Chapter 5::bodily_sign_reading,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> trust credibility<br><b>To code:</b> bodily sign reading</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::trust_credibility,Chapter 5::coercive_correction,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Obedience → Chapter 5 / Individual body</p><p><b>From code:</b> trust credibility<br><b>To code:</b> coercive correction</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Obedience → Chapter 5 Individual body
Chapter 4::moral_neutral_discipline,Chapter 5::standard_setting,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> standard setting</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::moral_neutral_discipline,Chapter 5::consequence_linkage,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> consequence linkage</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::moral_neutral_discipline,Chapter 5::motivational_activation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> motivational activation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::context_observation_variability,Chapter 5::standard_setting,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> context observation variability<br><b>To code:</b> standard setting</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::context_observation_variability,Chapter 5::consequence_linkage,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> context observation variability<br><b>To code:</b> consequence linkage</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::context_observation_variability,Chapter 5::motivational_activation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> context observation variability<br><b>To code:</b> motivational activation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::prior_home_values,Chapter 5::standard_setting,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> prior home values<br><b>To code:</b> standard setting</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::prior_home_values,Chapter 5::consequence_linkage,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> prior home values<br><b>To code:</b> consequence linkage</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::prior_home_values,Chapter 5::motivational_activation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Hearts and minds</p><p><b>From code:</b> prior home values<br><b>To code:</b> motivational activation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Hearts and minds
Chapter 4::moral_neutral_discipline,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::moral_neutral_discipline,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::moral_neutral_discipline,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> moral neutral discipline<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::context_observation_variability,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> context observation variability<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::context_observation_variability,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> context observation variability<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::context_observation_variability,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> context observation variability<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::prior_home_values,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> prior home values<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::prior_home_values,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> prior home values<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::prior_home_values,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Internalisation → Chapter 5 / Bomb Night</p><p><b>From code:</b> prior home values<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Internalisation → Chapter 5 Bomb Night
Chapter 4::visible_signs_legibility,Chapter 5::unstable_group_cohesion,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> unstable group cohesion</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::visible_signs_legibility,Chapter 5::collective_accountability,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> collective accountability</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::visible_signs_legibility,Chapter 5::group_standard_imposition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> group standard imposition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::durability_after_control,Chapter 5::unstable_group_cohesion,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> durability after control<br><b>To code:</b> unstable group cohesion</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::durability_after_control,Chapter 5::collective_accountability,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> durability after control<br><b>To code:</b> collective accountability</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::durability_after_control,Chapter 5::group_standard_imposition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> durability after control<br><b>To code:</b> group standard imposition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::eye_service_appearance_gap,Chapter 5::unstable_group_cohesion,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> unstable group cohesion</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::eye_service_appearance_gap,Chapter 5::collective_accountability,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> collective accountability</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::eye_service_appearance_gap,Chapter 5::group_standard_imposition,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Group</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> group standard imposition</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Group
Chapter 4::visible_signs_legibility,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::visible_signs_legibility,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::visible_signs_legibility,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> visible signs legibility<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::durability_after_control,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> durability after control<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::durability_after_control,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> durability after control<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::durability_after_control,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> durability after control<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::eye_service_appearance_gap,Chapter 5::accountability_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> accountability orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::eye_service_appearance_gap,Chapter 5::bodily_regulation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> bodily regulation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 4::eye_service_appearance_gap,Chapter 5::embodied_standardisation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 4 / Performativity → Chapter 5 / Bomb Night</p><p><b>From code:</b> eye service appearance gap<br><b>To code:</b> embodied standardisation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 4 Performativity → Chapter 5 Bomb Night
Chapter 5::standard_setting,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> standard setting<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::standard_setting,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> standard setting<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::standard_setting,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> standard setting<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::consequence_linkage,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::consequence_linkage,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::consequence_linkage,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> consequence linkage<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::motivational_activation,Chapter 6::principle_purpose_orientation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> motivational activation<br><b>To code:</b> principle purpose orientation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::motivational_activation,Chapter 6::positive_transformation,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> motivational activation<br><b>To code:</b> positive transformation</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::motivational_activation,Chapter 6::endurance_conditioning,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Becoming</p><p><b>From code:</b> motivational activation<br><b>To code:</b> endurance conditioning</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Becoming
Chapter 5::standard_setting,Chapter 6::authority_disregard,0.9,Cross-chapter bridge,<div style='max-width:460px'><h3>Cross-chapter interpretive bridge</h3><p><b>Route:</b><br>Chapter 5 / Hearts and minds → Chapter 6 / Belonging</p><p><b>From code:</b> standard setting<br><b>To code:</b> authority disregard</p><p><i>This dashed edge is an interpretive bridge used for Chapter 7 synthesis. It is not a direct empirical co-occurrence across datasets.</i></p></div>,Chapter 5 Hearts and minds → Chapter 6 Belonging
